Redshift,ZERR
0.01370087,7.321485e-06
0.01410204,6.765163e-06
0.01426739,0.1314309
0.01427105,2.163707e-05
0.01453804,1.04818e-05
0.01466843,0.0001129451
0.0148268,0.0001364117
0.01524246,6.140255e-06
0.01529469,0.0001488141
0.01544159,0.4286082
0.01555043,6.269968e-06
0.01566409,2.326667e-05
0.01573924,0.0001430376
0.0157772,7.460541e-05
0.01577835,7.424902e-06
0.01578093,5.286934e-06
0.01581307,0.0001666746
0.01586683,8.013392e-06
0.01588627,5.722723e-06
0.01589097,5.957345e-06
0.01590795,1.435929e-05
0.01594098,1.294365e-05
0.01594923,4.664307e-06
0.01601931,1.077096e-05
0.01602832,1.411911e-05
0.01610058,4.229243e-06
0.0161087,0.000152829
0.01614548,1.224414e-05
0.01621293,9.745587e-06
0.01623237,1.065702e-05
0.01624378,6.515772e-06
0.01624649,0.0001666534
0.01625031,3.145478e-05
0.01635486,1.072269e-05
0.01637219,1.009955e-05
0.01654751,1.116757e-05
0.01659587,8.236363e-05
0.01668344,6.576812e-06
0.01670313,0.0002302943
0.01671154,0.0003792497
0.01680967,7.107819e-06
0.0169603,0.0001377996
0.0170419,6.317803e-06
0.0170735,8.117446e-06
0.01709797,9.417656e-05
0.01713579,7.360969e-06
0.01717285,0.0001232573
0.0171754,6.856969e-06
0.01719771,1.324506e-05
0.01724282,4.674074e-05
0.01727463,3.01283e-05
0.01728755,1.40868e-05
0.01734518,6.841719e-06
0.01734963,7.587686e-06
0.0173821,2.602212e-05
0.01743411,7.47993e-06
0.01757203,4.164495e-05
0.01757598,1.327062e-05
0.01765914,0.0002275161
0.01780585,6.571381e-06
0.0181995,9.86772e-06
0.01824386,2.310616e-05
0.01859397,1.301821e-05
0.01860435,1.13805e-05
0.01890454,9.294398e-06
0.0189536,6.070513e-06
0.01913729,1.10204e-05
0.01932004,0.0001189178
0.0193798,6.420599e-06
0.01949418,0.0001459382
0.01955524,6.274932e-06
0.01955616,1.199794e-05
0.01955931,6.712956e-06
0.01958015,0.0002859297
0.01965869,4.858794e-06
0.01979111,2.040026e-05
0.01980166,9.473292e-06
0.01983889,1.883389e-05
0.01984057,0.0001206697
0.01988326,2.176158e-05
0.01995892,8.557809e-06
0.02005069,1.62639e-05
0.02005098,1.458249e-05
